timestamp,open,high,low,close,volume
2018-08-17 15:30:00,217.1000,217.9400,217.0800,217.6100,3764013
2018-08-17 14:30:00,217.2700,217.5000,216.8800,217.1000,2621535
2018-08-17 13:30:00,216.2600,217.5500,216.2600,217.3000,3205444
2018-08-17 12:30:00,216.8400,216.9113,216.1000,216.2985,2942812
2018-08-17 11:30:00,216.0500,217.6700,216.0000,216.8500,6225617
2018-08-17 10:30:00,214.4600,216.2400,214.4600,216.0325,5654910
2018-08-17 09:30:00,213.4750,215.1900,213.2100,214.4200,9037145
2018-08-16 15:30:00,213.8018,213.8018,212.9010,213.4800,3875157
2018-08-16 14:30:00,213.2500,213.8121,213.1202,213.7800,2342858
2018-08-16 13:30:00,213.3800,213.7900,213.1500,213.2850,2457029
2018-08-16 12:30:00,213.3514,213.4190,212.9401,213.3600,1922720
2018-08-16 11:30:00,213.3802,213.6600,213.0800,213.3500,2657615
2018-08-16 10:30:00,212.9300,213.5200,212.5900,213.3600,4164609
2018-08-16 09:30:00,211.8800,212.9400,211.4800,212.9400,7374711
2018-08-15 15:30:00,209.9900,210.7300,209.9900,210.3800,3664028
2018-08-15 14:30:00,209.1700,210.0690,209.1600,210.0200,2586873
2018-08-15 13:30:00,209.8010,210.0400,209.0500,209.1800,2361266
2018-08-15 12:30:00,208.9700,210.1500,208.8900,209.7800,4063616
2018-08-15 11:30:00,208.9200,209.2000,208.4000,208.9800,2902868
2018-08-15 10:30:00,208.5500,209.2363,208.3500,208.8701,3899991
2018-08-15 09:30:00,209.0300,209.9800,208.4032,208.5300,6915934
2018-08-14 15:30:00,209.6400,209.8000,209.5300,209.7600,1540012
2018-08-14 14:30:00,209.6500,209.8200,209.5400,209.6427,2620337
2018-08-14 13:30:00,209.3000,209.6800,209.2500,209.6300,1234394
2018-08-14 12:30:00,209.7000,209.7400,209.1000,209.2900,2124338
2018-08-14 11:30:00,209.2300,209.7650,209.0444,209.7200,2008618
2018-08-14 10:30:00,209.4100,209.8500,209.0101,209.2500,3212022
2018-08-14 09:30:00,210.0947,210.5550,208.2800,209.4000,6094826
2018-08-13 15:30:00,209.2000,209.5600,208.8700,208.9000,2472135
2018-08-13 14:30:00,209.8566,209.9100,209.0100,209.2000,2173923
2018-08-13 13:30:00,209.3700,209.9900,209.2800,209.8250,1961807
2018-08-13 12:30:00,209.1500,209.5700,208.7600,209.3400,2202448
2018-08-13 11:30:00,209.5800,210.0400,208.9900,209.1700,3395099
2018-08-13 10:30:00,210.7300,210.9400,209.4690,209.5900,4302765
2018-08-13 09:30:00,207.9000,210.9500,207.7700,210.7000,7700676
2018-08-10 15:30:00,207.8600,207.8800,207.5000,207.5400,2184300
2018-08-10 14:30:00,206.7997,207.9300,206.7770,207.8400,2655705
2018-08-10 13:30:00,207.6200,207.6400,206.6800,206.7500,2989134
2018-08-10 12:30:00,208.0764,208.1500,207.5500,207.6201,1477300
2018-08-10 11:30:00,208.3100,208.5000,207.8000,208.0800,1937080
2018-08-10 10:30:00,208.5000,208.9800,207.8500,208.2900,3751525
2018-08-10 09:30:00,207.3350,209.0900,207.2800,208.4700,7837315
2018-08-09 15:30:00,209.5600,209.6300,208.8299,208.8900,2946590
2018-08-09 14:30:00,209.6510,209.7800,209.3940,209.5790,1926132
2018-08-09 13:30:00,209.4400,209.7050,209.4000,209.6500,1722510
2018-08-09 12:30:00,209.2228,209.7500,209.0400,209.4300,2026284
2018-08-09 11:30:00,208.9600,209.3800,208.7000,209.2200,3468955
2018-08-09 10:30:00,209.4900,209.5600,208.2300,208.9700,3704270
2018-08-09 09:30:00,207.4200,209.5800,207.4070,209.5000,6073629
2018-08-08 15:30:00,207.3300,207.5000,207.2500,207.2500,1872566
2018-08-08 14:30:00,207.4400,207.4800,207.1400,207.3400,1672203
2018-08-08 13:30:00,207.0200,207.4900,206.8000,207.4400,1430393
2018-08-08 12:30:00,206.8600,207.3100,206.8600,206.9950,1472237
2018-08-08 11:30:00,207.0600,207.4100,206.5700,206.8199,1997333
2018-08-08 10:30:00,207.0300,207.8100,206.6100,207.0500,3911462
2018-08-08 09:30:00,206.0900,207.3180,204.5500,207.0200,7663806
2018-08-07 15:30:00,207.0100,207.3200,206.8700,207.1000,2308993
2018-08-07 14:30:00,207.5700,207.5800,206.9400,207.0200,2320763
2018-08-07 13:30:00,207.3050,207.7600,207.0700,207.5800,2034266
2018-08-07 12:30:00,207.2956,207.5300,207.1000,207.3200,1887561
2018-08-07 11:30:00,207.0600,207.3900,206.8000,207.2950,3068647
2018-08-07 10:30:00,207.7100,208.1100,206.9600,207.1000,3965988
2018-08-07 09:30:00,209.4000,209.4700,206.7600,207.6900,8438544
2018-08-06 15:30:00,209.1800,209.2500,208.9900,209.0400,2178462
2018-08-06 14:30:00,208.9700,209.2150,208.7800,209.1600,2686123
2018-08-06 13:30:00,209.0200,209.0600,208.5200,209.0040,2370584
2018-08-06 12:30:00,208.7700,209.1700,208.5200,209.0400,2516568
2018-08-06 11:30:00,207.7400,209.0100,207.7200,208.7640,2663746
2018-08-06 10:30:00,207.7600,207.9800,207.0900,207.7365,3192204
2018-08-06 09:30:00,207.9400,209.0100,207.4200,207.7300,7512979
2018-08-03 15:30:00,207.5800,208.0000,207.5100,208.0000,2883400
2018-08-03 14:30:00,207.7600,207.9590,207.3400,207.5900,2774821
2018-08-03 13:30:00,208.1891,208.3140,207.6000,207.7601,2316027
2018-08-03 12:30:00,208.0350,208.7300,208.0350,208.1758,3742074
2018-08-03 11:30:00,207.2812,208.1400,206.9200,208.0348,3585500
2018-08-03 10:30:00,207.2000,207.5500,206.5000,207.2600,4381484
2018-08-03 09:30:00,207.0600,207.3900,205.4944,207.2000,10675622
2018-08-02 15:30:00,207.5500,207.9300,207.3500,207.4000,4562645
2018-08-02 14:30:00,207.7275,208.2950,207.5000,207.5640,4583091
2018-08-02 13:30:00,206.8000,208.3800,206.7695,207.7500,7410170
2018-08-02 12:30:00,206.4794,207.2500,206.3100,206.7801,5900674
2018-08-02 11:30:00,206.4300,207.0500,205.8900,206.4784,9615897
2018-08-02 10:30:00,204.7600,206.7699,204.5000,206.4200,13207273
2018-08-02 09:30:00,200.4900,204.8343,200.3600,204.7400,14491061
2018-08-01 15:30:00,200.8200,201.7600,200.6700,201.6500,8271073
2018-08-01 14:30:00,200.4355,200.8500,199.9000,200.8214,3948723
2018-08-01 13:30:00,200.5400,200.6700,199.5900,200.4700,4216974
2018-08-01 12:30:00,199.9600,200.9900,199.8900,200.5300,4126792
2018-08-01 11:30:00,200.8400,200.8400,199.2800,200.0300,7571435
2018-08-01 10:30:00,199.6016,201.2910,199.6016,200.8840,14018193
2018-08-01 09:30:00,199.1600,199.7900,197.3300,199.6000,21965427
2018-07-31 15:30:00,191.0999,191.4100,190.4000,190.5800,5197534
2018-07-31 14:30:00,191.2300,191.8700,191.0200,191.1000,3442646
2018-07-31 13:30:00,191.3800,191.5400,190.8900,191.2499,2561127
2018-07-31 12:30:00,191.8800,192.1300,191.0100,191.3800,4021226
2018-07-31 11:30:00,190.0300,191.9600,189.9900,191.8900,4141692
2018-07-31 10:30:00,189.4800,190.2050,189.3600,190.0000,3131667
2018-07-31 09:30:00,190.3400,191.0000,189.4600,189.4600,5878813
2018-07-30 15:30:00,189.8600,190.1200,189.6900,189.9400,2660547
2018-07-30 14:30:00,189.8700,190.2400,189.6500,189.8500,1912980
