timestamp,open,high,low,close,volume
2018-07-13 16:00:00,318.7800,319.2900,318.6700,318.8700,239074
2018-07-13 15:55:00,318.7700,319.0000,318.4400,318.7300,91673
2018-07-13 15:50:00,318.5200,318.8233,318.2900,318.6000,55577
2018-07-13 15:45:00,318.5900,318.7900,318.3200,318.5000,58582
2018-07-13 15:40:00,318.8552,318.9200,318.4323,318.4850,32416
2018-07-13 15:35:00,318.7724,319.0000,318.6100,318.8400,38578
2018-07-13 15:30:00,319.0496,319.1700,318.5800,318.7200,31417
2018-07-13 15:25:00,318.6550,319.5849,318.5600,319.0716,84632
2018-07-13 15:20:00,318.1800,318.9800,318.1626,318.6100,41344
2018-07-13 15:15:00,318.3500,318.7700,318.0000,318.2000,38976
2018-07-13 15:10:00,318.9000,318.9000,318.1500,318.3316,66608
2018-07-13 15:05:00,318.4755,319.2946,318.4755,318.8600,110632
2018-07-13 15:00:00,317.1884,318.6400,317.1201,318.4726,95083
2018-07-13 14:55:00,316.9300,317.3200,316.3900,317.1400,32167
2018-07-13 14:50:00,316.6101,317.3900,316.6101,317.0251,55784
2018-07-13 14:45:00,316.1650,316.6700,316.1650,316.6400,33277
2018-07-13 14:40:00,316.1450,316.3200,316.0300,316.2900,15945
2018-07-13 14:35:00,315.8300,316.4500,315.7700,316.0501,37461
2018-07-13 14:30:00,314.9724,315.9300,314.9600,315.8800,21901
2018-07-13 14:25:00,315.0325,315.0800,314.8700,314.9650,8606
2018-07-13 14:20:00,314.8700,315.1575,314.8700,315.0500,8727
2018-07-13 14:15:00,315.3400,315.3800,314.8684,314.9740,11842
2018-07-13 14:10:00,315.9400,316.1101,315.3000,315.3769,23630
2018-07-13 14:05:00,315.1700,315.9600,315.0200,315.7280,21530
2018-07-13 14:00:00,315.4805,315.5554,315.0500,315.0512,10148
2018-07-13 13:55:00,314.4500,315.5000,314.4400,315.5000,20513
2018-07-13 13:50:00,314.7900,315.0800,314.3556,314.3800,18899
2018-07-13 13:45:00,314.2314,314.7900,314.0200,314.7000,26718
